Filename,Depth,White Percent
C:\Users\karin\OneDrive - University of Virginia\Second Year\Comp BME\Module-3-Fibrosis\images\Chosen Images\MASK_Sk658 Llobe ch010019.jpg,60,0.7469892501831055
C:\Users\karin\OneDrive - University of Virginia\Second Year\Comp BME\Module-3-Fibrosis\images\Chosen Images\MASK_Sk658 Llobe ch010168.jpg,6000,2.3686885833740234
C:\Users\karin\OneDrive - University of Virginia\Second Year\Comp BME\Module-3-Fibrosis\images\Chosen Images\MASK_SK658 Slobe ch010096.jpg,3000,4.289007186889648
C:\Users\karin\OneDrive - University of Virginia\Second Year\Comp BME\Module-3-Fibrosis\images\Chosen Images\MASK_SK658 Slobe ch010098.jpg,9400,9.142851829528809
C:\Users\karin\OneDrive - University of Virginia\Second Year\Comp BME\Module-3-Fibrosis\images\Chosen Images\MASK_SK658 Slobe ch010111.jpg,10000,3.5895347595214844
C:\Users\karin\OneDrive - University of Virginia\Second Year\Comp BME\Module-3-Fibrosis\images\Chosen Images\MASK_SK658 Slobe ch010140.jpg,8300,3.3335208892822266
